floor,year,area,price
高层（共19层）,,135㎡,75万
中层（共32层）,,120㎡,114万
低层（共6层）,1994年建,55.87㎡,92万
中层（共15层）,,117㎡,45万
高层（共6层）,,59.17㎡,22万
低层（共19层）,,140㎡,68万
高层（共6层）,,120㎡,34万
低层（共6层）,,40㎡,16万
高层（共6层）,,63㎡,24万
低层（共6层）,2008年建,80㎡,71万
高层（共19层）,,130㎡,60万
低层（共6层）,,70㎡,21万
高层（共12层）,,122.34㎡,67万
中层（共34层）,2017年建,105㎡,105万
中层（共32层）,,97㎡,20万
中层（共31层）,,125㎡,69万
高层（共17层）,,132㎡,58万
中层（共32层）,,130㎡,62万
高层（共18层）,,95㎡,50万
高层（共6层）,,78㎡,15万
高层（共7层）,,93㎡,23万
中层（共6层）,2000年建,98㎡,79万
中层（共33层）,,135㎡,110万
中层（共12层）,,113㎡,35万
中层（共34层）,,127㎡,76万
中层（共33层）,,136.5㎡,82万
中层（共33层）,2020年建,83㎡,103万
低层（共30层）,,127㎡,65万
中层（共15层）,,117㎡,41万
高层（共6层）,,100㎡,47万
高层（共20层）,,89㎡,24万
高层（共6层）,,130㎡,21万
高层（共7层）,,43.2㎡,16万
低层（共27层）,,145.54㎡,109万
高层（共7层）,,110.4㎡,44万
中层（共6层）,2000年建,100㎡,99万
中层（共28层）,,55㎡,25万
高层（共5层）,,60㎡,18万
高层（共4层）,,522㎡,626万
中层（共33层）,2020年建,112㎡,106万
中层（共32层）,,155㎡,80万
高层（共16层）,,115.46㎡,36万
高层（共6层）,,108㎡,42万
高层（共6层）,,50㎡,19.8万
高层（共2层）,,270㎡,128万
中层（共7层）,,119.57㎡,70万
中层（共6层）,2000年建,150㎡,113万
中层（共11层）,,96㎡,45万
高层（共11层）,,125.6㎡,65万
中层（共26层）,,116㎡,70万
中层（共33层）,,120㎡,118万
高层（共8层）,1988年建,53.21㎡,49.5万
高层（共19层）,,180㎡,69万
高层（共25层）,,49.17㎡,25万
高层（共5层）,,120㎡,35万
高层（共7层）,,90㎡,30万
中层（共5层）,2005年建,75㎡,54.5万
中层（共6层）,2000年建,105㎡,80万
高层（共6层）,,160㎡,68万
低层（共27层）,,116㎡,51万
高层（共6层）,,75㎡,35万
高层（共5层）,,90㎡,25万
低层（共26层）,,114.8㎡,68万
高层（共7层）,1998年建,111.76㎡,115万
低层（共31层）,2009年建,158.71㎡,158万
中层（共6层）,,88㎡,34.5万
中层（共20层）,,49㎡,21万
高层（共33层）,,88.72㎡,38万
高层（共22层）,,114㎡,60万
中层（共7层）,,130㎡,30万
高层（共6层）,,110㎡,60万
高层（共7层）,2008年建,144㎡,115万
低层（共6层）,2000年建,120㎡,110万
高层（共7层）,,123㎡,53万
中层（共3层）,,110㎡,36万
中层（共7层）,,87㎡,36万
中层（共6层）,,84㎡,33万
中层（共43层）,2020年建,91.2㎡,86万
低层（共6层）,,155㎡,60万
高层（共12层）,,115㎡,26万
低层（共18层）,,87㎡,46万
高层（共7层）,,97㎡,5万
高层（共18层）,,77㎡,30万
低层（共6层）,2000年建,140㎡,130万
中层（共6层）,,105㎡,58万
高层（共6层）,,85㎡,19万
高层（共27层）,,114.56㎡,37万
高层（共27层）,,114.26㎡,46万
中层（共18层）,2011年建,150.95㎡,152万
高层（共6层）,,88.88㎡,25万
中层（共4层）,,30㎡,15万
中层（共12层）,,89㎡,45万
高层（共7层）,,122㎡,29万
中层（共6层）,2000年建,137㎡,122万
中层（共6层）,,84㎡,55万
中层（共6层）,,119㎡,45万
中层（共32层）,,116㎡,70万
中层（共32层）,,116㎡,70万
高层（共7层）,,130.2㎡,85万
中层（共6层）,1997年建,74㎡,74万
低层（共30层）,,138㎡,62万
高层（共26层）,,77㎡,51万
低层（共6层）,,90.2㎡,50万
中层（共18层）,,83.6㎡,24.3万
低层（共20层）,2015年建,106㎡,118万
高层（共16层）,2013年建,188㎡,225万
高层（共6层）,,110.3㎡,32万
高层（共6层）,,86㎡,42万
高层（共2层）,,260㎡,135万
中层（共28层）,2018年建,117㎡,118万
中层（共28层）,,93.46㎡,29.8万
高层（共6层）,,90㎡,35万
高层（共6层）,,105㎡,37万
低层（共7层）,,133㎡,45万
高层（共16层）,,137.6㎡,70万
高层（共4层）,2000年建,80㎡,90万
高层（共22层）,,123㎡,85万
高层（共6层）,,150㎡,72万
中层（共5层）,,45㎡,33万
中层（共33层）,,100.07㎡,85万
中层（共32层）,2019年建,125㎡,169万
中层（共34层）,2019年建,121㎡,163万
中层（共18层）,,132.38㎡,56万
中层（共6层）,,125㎡,56万
高层（共6层）,,78㎡,26万
低层（共32层）,,113.56㎡,74万
中层（共7层）,,136.2㎡,35万
中层（共6层）,2004年建,90㎡,73万
高层（共7层）,2015年建,120㎡,65万
低层（共30层）,,134㎡,999万
高层（共17层）,,108㎡,43万
高层（共6层）,,85.88㎡,32万
中层（共5层）,,135㎡,88万
中层（共34层）,2019年建,121㎡,163万
低层（共11层）,,138㎡,65万
高层（共6层）,,78㎡,26万
高层（共7层）,,98㎡,32万
高层（共6层）,,144.67㎡,38万
低层（共6层）,2008年建,73.23㎡,75万
高层（共30层）,2017年建,80.46㎡,55万
低层（共19层）,,147㎡,80万
中层（共18层）,,98㎡,35万
中层（共7层）,,89.87㎡,32万
高层（共28层）,,98㎡,72万
高层（共25层）,,181㎡,226万
低层（共1层）,,20㎡,30万
低层（共28层）,2017年建,99㎡,108万
低层（共27层）,,117.37㎡,42万
中层（共6层）,,116㎡,60万
低层（共21层）,,118㎡,51万
中层（共6层）,2008年建,100㎡,88万
高层（共25层）,2017年建,120㎡,72万
中层（共24层）,,95.5㎡,30万
低层（共18层）,,99㎡,55万
低层（共25层）,,156㎡,185万
中层（共34层）,2020年建,153㎡,230万
中层（共18层）,,126㎡,61万
高层（共6层）,,138㎡,70万
中层（共18层）,,124㎡,68万
中层（共25层）,2013年建,99㎡,70万
中层（共33层）,2020年建,83.5㎡,37万
高层（共6层）,,105㎡,45万
高层（共12层）,,99㎡,54万
低层（共6层）,,72㎡,17万
高层（共6层）,,104.4㎡,31万
高层（共34层）,2017年建,98㎡,103万
低层（共32层）,,116㎡,53万
高层（共11层）,,125㎡,65万
高层（共6层）,,105㎡,26万
中层（共6层）,,112㎡,45万
中层（共6层）,2009年建,123㎡,123万
高层（共33层）,,145㎡,82万
高层（共6层）,,92㎡,90万
低层（共6层）,,90㎡,50万
低层（共6层）,,90㎡,50万
高层（共7层）,,97㎡,45万
低层（共6层）,,137㎡,55万
中层（共26层）,2017年建,99㎡,104万
高层（共6层）,,110㎡,42万
高层（共6层）,,99.8㎡,37万
高层（共6层）,,123.2㎡,36.5万
中层（共22层）,2018年建,55㎡,34万
中层（共17层）,,140㎡,80万
低层（共18层）,,106.3㎡,80万
高层（共7层）,,104㎡,22万
高层（共6层）,,67㎡,10万
中层（共7层）,,100㎡,52万
高层（共2层）,,300㎡,128万
中层（共30层）,2018年建,108㎡,105万
低层（共30层）,,113㎡,65万
高层（共31层）,,142.3㎡,80万
高层（共12层）,,135㎡,65万
低层（共18层）,,120㎡,41万
高层（共23层）,2012年建,90㎡,81万
低层（共18层）,,110㎡,50万
高层（共5层）,,68㎡,45万
高层（共5层）,,89㎡,35万
低层（共26层）,,114㎡,42万
中层（共6层）,,101㎡,45万
中层（共7层）,,91㎡,34万
高层（共4层）,,108㎡,40万
中层（共31层）,2015年建,120㎡,132万
高层（共11层）,,53㎡,15万
高层（共6层）,,100㎡,46万
高层（共31层）,,135㎡,78万
低层（共17层）,2014年建,104㎡,44万
高层（共6层）,,120㎡,46万
中层（共6层）,,107㎡,130万
中层（共30层）,,134㎡,105万
中层（共17层）,,145㎡,97万
高层（共1层）,,27㎡,13万
中层（共34层）,,116㎡,70万
低层（共22层）,,132.6㎡,116万
中层（共34层）,2010年建,87.98㎡,107万
低层（共30层）,2019年建,121㎡,121.5万
高层（共30层）,,132㎡,75万
中层（共6层）,,93㎡,56万
高层（共6层）,2004年建,110㎡,89万
高层（共4层）,2000年建,79㎡,89万
高层（共6层）,,108㎡,59万
中层（共2层）,,120㎡,140万
高层（共6层）,,72㎡,20万
高层（共6层）,,67.28㎡,13万
高层（共7层）,,89.49㎡,23万
中层（共24层）,,116㎡,127万
中层（共33层）,2019年建,133㎡,153万
中层（共7层）,,110㎡,50万
高层（共9层）,,125㎡,70万
中层（共6层）,,80㎡,22万
高层（共6层）,2000年建,90㎡,85万
低层（共5层）,,94㎡,20万
高层（共6层）,,111.41㎡,70万
低层（共6层）,,82㎡,55万
高层（共28层）,,92㎡,70万
高层（共6层）,,127㎡,41万
中层（共43层）,2020年建,91.2㎡,85万
高层（共5层）,,100㎡,38万
中层（共6层）,,80㎡,22万
中层（共15层）,2008年建,140㎡,145万
中层（共21层）,2012年建,73.43㎡,45万
中层（共5层）,,105㎡,72万
中层（共5层）,,97.83㎡,27万
低层（共18层）,,80㎡,53万
中层（共32层）,,107㎡,91万
高层（共32层）,,120.3㎡,80万
高层（共31层）,2018年建,225㎡,303万
高层（共32层）,,117㎡,55万
高层（共20层）,,140㎡,65万
中层（共4层）,2000年建,90㎡,90万
高层（共5层）,,97.87㎡,21万
中层（共6层）,,88㎡,60万
中层（共6层）,,95㎡,33万
高层（共6层）,,84㎡,32万
低层（共32层）,2017年建,100㎡,105万
高层（共32层）,,141㎡,65万
低层（共6层）,,138㎡,68万
高层（共2层）,,340㎡,80万
低层（共30层）,2014年建,110㎡,75万
中层（共6层）,,130㎡,86万
低层（共5层）,,90㎡,75万
高层（共6层）,,75㎡,18万
中层（共22层）,,49㎡,39万
中层（共12层）,2005年建,104㎡,120万
高层（共29层）,,116㎡,57万
中层（共23层）,,139㎡,55万
中层（共18层）,2013年建,112㎡,95万
高层（共6层）,2000年建,98㎡,90万
中层（共27层）,,112㎡,77万
中层（共22层）,,110㎡,25万
中层（共6层）,,74.21㎡,82万
低层（共33层）,,60.05㎡,34万
中层（共27层）,,140㎡,160万
中层（共27层）,2016年建,88㎡,70万
中层（共4层）,,50㎡,20万
中层（共6层）,2000年建,95㎡,89万
中层（共25层）,,96㎡,48万
高层（共18层）,,141㎡,98万
中层（共4层）,,84㎡,52万
低层（共6层）,,100㎡,57万
中层（共32层）,2015年建,120.12㎡,115万
高层（共18层）,,125㎡,75万
高层（共5层）,,115㎡,73万
中层（共6层）,,97㎡,98万
中层（共6层）,,80㎡,73万
高层（共17层）,,150㎡,70万
高层（共24层）,2016年建,56㎡,45万
高层（共32层）,2011年建,114㎡,136万
高层（共5层）,,74㎡,46万
高层（共5层）,,74㎡,46万
高层（共18层）,2008年建,100㎡,135万
高层（共11层）,2008年建,83㎡,116万
高层（共6层）,,106㎡,138万
中层（共28层）,2012年建,89㎡,108万
中层（共6层）,,80㎡,72万
高层（共5层）,,135㎡,130万
中层（共31层）,2015年建,120㎡,132万
高层（共5层）,,75㎡,42万
中层（共32层）,2019年建,83㎡,104万
中层（共10层）,2020年建,101㎡,103万
高层（共6层）,,84㎡,48万
高层（共7层）,2000年建,80㎡,86万
高层（共6层）,,84㎡,48万
高层（共6层）,,84㎡,48万
中层（共6层）,,97㎡,63万
高层（共32层）,,55㎡,45万
高层（共5层）,,87㎡,32万
高层（共32层）,2020年建,50.54㎡,48万
中层（共18层）,,85㎡,65万
中层（共18层）,,85㎡,65万
低层（共5层）,,103㎡,72万
高层（共3层）,,83.4㎡,32万
中层（共6层）,,136.66㎡,63万
低层（共6层）,,120.5㎡,39万
低层（共34层）,2012年建,88.51㎡,100万
中层（共18层）,,85㎡,65万
低层（共6层）,,81.3㎡,86万
中层（共26层）,,92㎡,122万
高层（共5层）,,77.18㎡,23万
高层（共6层）,,79㎡,60万
中层（共33层）,2018年建,102.44㎡,95万
中层（共5层）,,70㎡,75万
高层（共5层）,,103.9㎡,120万
中层（共5层）,,86㎡,28万
中层（共18层）,,95㎡,70万
中层（共14层）,,94㎡,95万
高层（共5层）,,77.18㎡,23万
高层（共11层）,,92㎡,55万
中层（共31层）,2013年建,94.25㎡,150万
低层（共4层）,,215㎡,150万
高层（共1层）,,215㎡,150万
高层（共5层）,,79㎡,20万
中层（共25层）,,115㎡,90万
高层（共6层）,,70㎡,20万
低层（共5层）,,79.38㎡,45万
中层（共11层）,2010年建,89.83㎡,120.5万
低层（共3层）,,215㎡,150万
高层（共6层）,,92㎡,57万
低层（共6层）,,70㎡,11万
中层（共21层）,,68㎡,50万
高层（共5层）,,77.18㎡,22万
高层（共5层）,,94.8㎡,36万
中层（共22层）,2015年建,119.44㎡,155万
低层（共17层）,,138㎡,121万
高层（共18层）,,100.2㎡,76万
中层（共6层）,,70㎡,30万
高层（共6层）,,112㎡,20万
高层（共22层）,,110㎡,80万
高层（共6层）,,74㎡,63万
高层（共6层）,,100㎡,35万
高层（共6层）,2000年建,108㎡,103万
中层（共5层）,,68㎡,40万
中层（共4层）,,64㎡,18万
中层（共7层）,,86㎡,36万
高层（共5层）,,70㎡,18万
中层（共6层）,,84㎡,80万
中层（共28层）,,82㎡,62万
低层（共6层）,,108㎡,60万
中层（共18层）,2015年建,96.7㎡,125万
中层（共4层）,,64㎡,18万
高层（共6层）,,85㎡,83万
低层（共6层）,,102㎡,30万
高层（共5层）,,97㎡,22万
高层（共6层）,,100㎡,76万
低层（共6层）,,95㎡,36万
中层（共2层）,,697㎡,700万
高层（共13层）,2017年建,93㎡,108万
高层（共34层）,,38㎡,36万
高层（共6层）,,90㎡,27万
中层（共6层）,,94㎡,18万
高层（共19层）,,105㎡,83万
高层（共5层）,,77.18㎡,22万
低层（共5层）,,108㎡,60万
高层（共28层）,2012年建,93㎡,93万
中层（共5层）,,128㎡,42万
中层（共32层）,,54㎡,50万
高层（共1层）,,30㎡,15万
中层（共18层）,,101.5㎡,57万
高层（共19层）,,115㎡,83万
高层（共5层）,,77.18㎡,22万
中层（共16层）,,140㎡,98万
中层（共32层）,2020年建,134.83㎡,120万
中层（共5层）,,90㎡,85万
高层（共18层）,,95㎡,62万
高层（共6层）,,96.52㎡,32万
低层（共17层）,,91㎡,39万
高层（共19层）,,97㎡,83万
高层（共5层）,,77.18㎡,23万
中层（共5层）,,89.75㎡,53万
高层（共5层）,,106.7㎡,54万
低层（共13层）,2017年建,100㎡,102万
高层（共33层）,2020年建,108㎡,115万
高层（共5层）,,83㎡,66万
低层（共6层）,,98.08㎡,112万
高层（共6层）,,97.58㎡,33万
高层（共6层）,,96.52㎡,32万
中层（共5层）,,84㎡,33万
高层（共20层）,,150㎡,150万
中层（共5层）,,105㎡,80万
低层（共16层）,,183㎡,120万
高层（共6层）,1987年建,46㎡,69万
低层（共28层）,2012年建,93㎡,105万
高层（共6层）,,90.51㎡,72万
低层（共5层）,,97㎡,107万
中层（共5层）,,83.2㎡,31万
高层（共18层）,,96㎡,45万
中层（共6层）,,125㎡,55万
低层（共18层）,,94㎡,88万
高层（共26层）,,172㎡,137万
低层（共6层）,,95㎡,36万
高层（共6层）,,48㎡,50万
高层（共21层）,2020年建,90.4㎡,125万
低层（共6层）,,98.08㎡,115万
高层（共6层）,,115㎡,37万
低层（共6层）,,95㎡,140万
高层（共7层）,,90㎡,80万
高层（共6层）,,80㎡,13万
低层（共30层）,,42㎡,35万
中层（共5层）,,90㎡,53万
